Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Syndrome,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,preset_Disease_Core,preset_Disease_Dengue,preset_Disease_Mpox,preset_Disease_Nigeria_Mpox,COMMENTS
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_res,radio,If No skin lesion: Is there residual evidence of resolved skin lesions (scar/discolouration)?,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_skinles]='2' or [vital_mpox_skinles]='3' or [vital_mpox_skinles]='4',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mucos,radio,Current mpox mucosal lesion status:,"1, There are mucosal lesions | 2, There are no mucosal lesions (any have resolved and mucosa is healed) | 3, No mucosal lesions have developed to date",,,,,[daily_datavital]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_rectitis,radio,If there are mucosal lesions: Persistant symptoms of rectitis?,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1,,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_recpainyn,radio,If YES: Anal or rectal pain,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_rectitis]=1,,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_recblddis,radio,Rectal bleeding or discharge,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_rectitis]=1,,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_tenes,radio,Sensation of needing to pass stool when bowels are empty (tenesmus),"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_rectitis]=1,,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_orophar,radio,If there are mucosal lesions: Persistant symptoms or signs of mucosal oropharyngeal lesions,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1,,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_pharyn,radio,If YES: Pharyngitis,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_orophar]=1,,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_oropharles,radio,Oro-pharyngeal ulcerated lesion (active),"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_orophar]=1,,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_head,radio,"Head, face, neck","1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mouth,radio,Inside of mouth,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_torso,radio,Torso/trunk,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_arms,radio,Arms and/or hands,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_legs,radio,Legs and/or feet,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_palm,radio,Palms,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_sole,radio,Soles,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_genit,radio,External genitalia,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_peri,radio,Perianal,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_vagin,radio,Vaginal canal,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_rectum,radio,Rectum,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_locoth,radio,Other site,"1, Yes | 0, No | 99, Unknown",,,,,[vital_mpox_mucos]=1 or [vital_mpox_skinles]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_spec,text,Specify other site:,,,,,,[vital_mpox_locoth]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_24hr,radio,Have new skin or mucosal lesions appeared in the previous 24 hours? (may be best assed by patients),"1, Yes | 0, No | 99, Unknown",,,,,[daily_datavital]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_sl,radio,Estimated total number of skin lesions on the body,"0, None | 1, <10 | 2, 10-24 | 3, 25-49 | 4, 50-99 | 5, 100-250 | 6, 251-1000 | 7, >1000",,,,,[daily_datavital]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_ml,radio,Estimated total number of mucosal lesions on the body,"0, None | 1, <10 | 2, 10-24 | 3, 25-49 | 4, 50-99 | 5, 100-250 | 6, 251-1000 | 7, >1000",,,,,[daily_datavital]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_slpainyn,radio,Pain at any skin lesion site:,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datavital]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_slpain,text,"If yes, maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,number,,,,[vital_mpox_slpainyn]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mlpainyn,radio,Pain at any mucosal lesion site:,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datavital]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_mlpain,text,"If yes, maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,number,,,,[vital_mpox_mlpainyn]='1',,,,,,,,,,,1,
daily,VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment,vital_mpox_desc,text,Describe any other lesion complications:,,,,,,[daily_datavital]='1',,,,,,,,,,,1,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,daily_datatreat,radio,Enter Treatments & Interventions data for this date?,"1, Yes | 0, No",,,,,,,,,,,,,1,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid,group,FLUIDS,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_oral,radio,Oral rehydration? ,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_oralvol,text,Oral rehydration volume (mL/24 hours),,,,,,[treat_fluid_oral] = '1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_parent,radio,Parenteral IV fluid?,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_parentyp,checkbox,Select all parenteral fluid administered,"1, Crystalloid | 2, Albumin | 3, Gelatin | 4, Starches | 88, Other",,,,,[treat_fluid_parent] = '1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_cryst,text,Crystalloid volume (mL/24 hours),,,,,,[treat_fluid_parentyp(1)] = '1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_album,text,Albumin volume (mL/24 hours),,,,,,[treat_fluid_parentyp(2)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_gelat,text,Gelatin volume (mL/24 hours),,,,,,[treat_fluid_parentyp(3)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_starch,text,Starches volume (mL/24 hours),,,,,,[treat_fluid_parentyp(4)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_unlisted,text,Other fluid type,,,,,,[treat_fluid_parentyp(88)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_fluid_oth,text,Other fluid volume (mL/24 hours),,,,,,[treat_fluid_parentyp(88)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood,group,BLOOD PRODUCTS,,,,,,,,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_occur,radio,Blood / blood products transfusion,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_type,checkbox,Select all blood products that were administered,"1, Platelets | 2, Cryoprecipitate | 3, Whole blood/packed RBC | 4, Frozen fresh plasma | 5, Fibrinogen concentrate",,,,,[treat_blood_occur] = '1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_plate,text,Platelets (units/24 hours),,,,,,[treat_blood_type(1)] = '1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_cryo,text,Cryoprecipitate (units/24 hours),,,,,,[treat_blood_type(2)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_whole,text,Whole blood/packed RBC volume (units/24 hours),,,,,,[treat_blood_type(3)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_plasma,text,Frozen fresh plasma (units/24 hours),,,,,,[treat_blood_type(4)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_blood_fibrin,text,Fibrinogen concentrate (units/24 hours),,,,,,[treat_blood_type(5)]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_intravenim,radio,Intravenous Immunoglobulin,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_plasmapher,radio,Plasmapheresis/Plasma Exchange,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_antibiotic,radio,Antibiotics,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_antivirals,radio,Antivirals,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_steroids,radio,Steroids,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_icu,radio,ICU/ITU/HDU/Intermediate Care Unit admission,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,1,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp,group,RESPIRATORY SUPPORT,,,,,,[daily_datatreat]='1',,,,,,,,1,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_suppleo2,radio,Supplemental oxygen,"1, Yes | 0, No | 99, Unknown",,,,,[daily_datatreat]='1',,,,,,,,1,1,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions received or true between 00:00 to 24:00 on day of assessment,treat_o2supp_type,checkbox,Select all types of respiratory support the patient received (from 00:00 to 24:00) on the day of assessment,"1, Nasal prong | 2, Face mask | 3, High-flow nasal oxygen | 4, Non-invasive respiratory support | 5, Invasive ventilation | 6, ECLS/ECMO",,,,,[treat_o2supp_suppleo2] = '1',,,,,,,,1,1,,,
